unnamed:_0,id,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
5189,RY43586,Oregon,8372.851175,No,Basic,Master,2011-01-12,Disabled,F,12590,Rural,Married,73,22.0,1,0.0,2,Personal Auto,Personal L3,Offer1,Agent,132.503461,Two-Door Car,Medsize,A,1
5190,BZ12077,Oregon,4322.240343,No,Basic,High School or Below,2011-02-16,Unemployed,F,0,Suburban,Divorced,119,0.0,37,0.0,1,Personal Auto,Personal L3,Offer2,Agent,571.2,SUV,Medsize,A,2
5191,IS79761,Oregon,3815.851163,No,Extended,High School or Below,2011-01-05,Employed,M,38651,Suburban,Single,98,12.0,83,0.0,1,Personal Auto,Personal L3,Offer3,Branch,470.4,Two-Door Car,Medsize,A,1
5193,HA82735,Arizona,3857.947176,No,Extended,Bachelor,2011-01-01,Unemployed,F,0,Suburban,Single,121,12.0,67,2.0,1,Personal Auto,Personal L2,Offer1,Web,1032.204305,SUV,Medsize,A,1
5194,UM69933,Nevada,2489.337928,No,Basic,College,2011-02-15,Employed,M,46051,Suburban,Married,63,16.0,34,0.0,1,Personal Auto,Personal L1,Offer3,Branch,302.4,Two-Door Car,Large,A,2
5195,KC67832,California,17292.93538,No,Extended,College,2011-02-07,Employed,M,80028,Rural,Married,86,34.0,37,0.0,2,Corporate Auto,Corporate L1,Offer2,Web,114.02307,Four-Door Car,Medsize,A,2
5197,RA63927,Oregon,7193.101159,No,Extended,High School or Below,2011-01-01,Employed,M,30886,Rural,Married,91,7.0,53,0.0,4,Personal Auto,Personal L1,Offer3,Web,103.424766,Two-Door Car,Medsize,A,1
5198,SG71810,Oregon,11610.25439,No,Basic,College,2011-01-01,Employed,F,41503,Rural,Married,73,28.0,69,0.0,2,Personal Auto,Personal L3,Offer1,Agent,15.001594,Two-Door Car,Small,A,1
5199,QD85803,California,7861.798596,No,Extended,Bachelor,2011-02-10,Employed,F,30374,Urban,Married,99,1.0,50,0.0,9,Personal Auto,Personal L2,Offer2,Call Center,304.537298,Four-Door Car,Medsize,A,2
5202,KP18988,Oregon,21531.33284,No,Premium,High School or Below,2011-01-19,Unemployed,F,0,Suburban,Single,101,21.0,35,0.0,2,Personal Auto,Personal L3,Offer1,Branch,484.8,Four-Door Car,Medsize,A,1
5204,CI38171,Washington,13798.47871,No,Basic,Bachelor,2011-01-28,Employed,F,42780,Suburban,Single,181,11.0,43,2.0,5,Personal Auto,Personal L3,Offer1,Call Center,868.8,Luxury SUV,Medsize,A,1
5207,DS75515,California,2813.309659,No,Basic,Bachelor,2011-02-01,Employed,M,72333,Urban,Married,70,10.0,20,0.0,1,Personal Auto,Personal L2,Offer2,Agent,177.224451,Two-Door Car,Large,A,2
5208,ZM24497,California,17019.1929,No,Extended,High School or Below,2011-02-03,Employed,M,98623,Suburban,Married,211,17.0,69,0.0,9,Personal Auto,Personal L3,Offer4,Web,1012.8,Luxury SUV,Large,A,2
5210,RQ79244,California,3362.551989,No,Extended,College,2011-01-29,Unemployed,F,0,Suburban,Single,97,28.0,29,0.0,1,Personal Auto,Personal L1,Offer1,Branch,698.4,Four-Door Car,Medsize,A,1
5215,MQ80538,Oregon,2727.735302,No,Extended,College,2011-01-04,Unemployed,M,0,Suburban,Single,78,10.0,5,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,374.4,Four-Door Car,Medsize,A,1
5219,HU22390,California,5389.499465,Yes,Extended,College,2011-01-07,Employed,M,66429,Rural,Married,136,35.0,93,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,57.712985,Sports Car,Medsize,A,1
5221,SM52139,Washington,2930.693543,No,Basic,College,2011-01-31,Employed,M,33663,Suburban,Married,73,15.11182,71,0.386309,1,Personal Auto,Personal L3,Offer3,Web,350.4,Four-Door Car,Medsize,A,1
5224,UM99946,Arizona,7736.654606,No,Extended,College,2011-01-18,Employed,M,68980,Urban,Divorced,98,25.0,87,0.0,7,Personal Auto,Personal L2,Offer1,Agent,464.038577,Four-Door Car,Medsize,A,1
5227,QR57842,California,10351.37265,No,Extended,College,2011-01-07,Employed,F,73895,Suburban,Married,129,2.0,31,0.0,7,Corporate Auto,Corporate L1,Offer4,Branch,825.416826,SUV,Medsize,A,1
5229,GX27974,California,4644.90392,No,Basic,College,2011-01-06,Unemployed,F,0,Rural,Married,63,0.0,42,0.0,3,Personal Auto,Personal L3,Offer1,Agent,94.958688,Four-Door Car,Medsize,A,1
5231,QV26574,Washington,6013.73829,No,Extended,College,2011-01-10,Medical Leave,M,25646,Urban,Married,83,14.0,92,1.0,3,Personal Auto,Personal L2,Offer4,Call Center,377.917394,Four-Door Car,Medsize,A,1
5233,SO18542,Oregon,8370.56545,No,Basic,Bachelor,2011-01-28,Employed,F,33409,Suburban,Married,105,4.0,17,0.0,7,Personal Auto,Personal L3,Offer1,Agent,553.553427,SUV,Medsize,A,1
5234,KF98735,California,3673.990748,No,Extended,Bachelor,2011-01-31,Employed,M,41185,Urban,Married,99,20.0,6,4.0,1,Special Auto,Special L3,Offer2,Agent,363.613596,Four-Door Car,Medsize,A,1
5238,CV31235,Arizona,3184.355246,No,Extended,Bachelor,2011-02-21,Employed,M,50989,Urban,Married,80,3.0,11,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,255.999709,Four-Door Car,Medsize,A,2
5242,SD21312,Nevada,5989.773931,Yes,Premium,College,2011-01-19,Employed,M,66839,Suburban,Single,154,33.0,24,0.0,1,Personal Auto,Personal L2,Offer2,Branch,739.2,Sports Car,Medsize,A,1
5243,BC75105,California,2860.440918,No,Extended,College,2011-01-23,Employed,M,45587,Urban,Divorced,81,8.0,49,5.0,1,Personal Auto,Personal L3,Offer3,Agent,380.595522,Four-Door Car,Medsize,A,1
5245,EQ90867,Oregon,5431.213625,No,Basic,College,2011-02-19,Employed,M,57125,Suburban,Divorced,68,13.0,99,0.0,3,Corporate Auto,Corporate L1,Offer1,Agent,326.4,Four-Door Car,Small,A,2
5249,NP18074,Arizona,4209.682602,No,Basic,Bachelor,2011-02-24,Employed,F,57933,Suburban,Married,105,10.0,64,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,533.255723,SUV,Small,A,2
5251,UO93347,California,3755.260251,No,Extended,High School or Below,2011-02-24,Employed,M,34624,Urban,Married,95,28.0,66,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,270.370335,Four-Door Car,Medsize,A,2
5253,SQ14756,California,2424.690776,No,Basic,Master,2011-01-29,Employed,M,49008,Suburban,Married,61,11.0,74,1.0,1,Personal Auto,Personal L1,Offer1,Branch,292.8,Four-Door Car,Medsize,A,1
5254,CM94209,Oregon,3086.722253,No,Extended,High School or Below,2011-01-23,Employed,F,92147,Urban,Married,77,25.0,27,2.0,1,Personal Auto,Personal L2,Offer1,Agent,278.4815,Four-Door Car,Medsize,A,1
5257,ZZ68210,California,30745.96199,No,Premium,High School or Below,2011-01-26,Unemployed,M,0,Suburban,Single,110,27.0,89,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,1004.755092,Four-Door Car,Medsize,A,1
5262,LK49091,California,3657.585449,No,Extended,Bachelor,2011-02-02,Employed,F,62650,Rural,Married,92,0.0,42,0.0,1,Personal Auto,Personal L2,Offer2,Branch,148.820742,Four-Door Car,Large,A,2
5263,ET80689,California,8711.302422,No,Basic,College,2011-02-18,Employed,M,92606,Urban,Married,109,26.0,75,0.0,3,Special Auto,Special L3,Offer2,Branch,287.437831,SUV,Medsize,A,2
5265,UF54329,California,6089.77238,No,Extended,College,2011-01-16,Employed,M,70892,Urban,Married,76,21.0,32,0.0,5,Corporate Auto,Corporate L1,Offer2,Call Center,206.709951,Two-Door Car,Medsize,A,1
5268,CO68055,Oregon,30966.31981,No,Basic,Bachelor,2011-01-01,Unemployed,M,0,Suburban,Married,109,18.0,2,0.0,2,Personal Auto,Personal L1,Offer3,Branch,691.401424,SUV,Small,A,1
5269,GK71720,Oregon,6064.343994,No,Extended,High School or Below,2011-01-16,Unemployed,F,0,Suburban,Single,86,34.0,80,0.0,5,Personal Auto,Personal L3,Offer1,Call Center,545.240341,Four-Door Car,Medsize,A,1
5274,SX18141,Arizona,5846.520588,No,Basic,High School or Below,2011-01-19,Employed,F,50320,Urban,Married,73,24.0,6,0.0,5,Personal Auto,Personal L2,Offer4,Call Center,297.738909,Four-Door Car,Medsize,A,1
5276,XH71839,Oregon,6739.316292,No,Extended,High School or Below,2011-01-18,Unemployed,M,0,Suburban,Single,96,16.0,43,0.0,7,Personal Auto,Personal L3,Offer1,Agent,1012.030163,Four-Door Car,Small,A,1
5282,KV17233,Arizona,2434.004911,No,Basic,Bachelor,2011-02-27,Employed,F,23033,Suburban,Married,62,5.0,9,0.0,1,Personal Auto,Personal L3,Offer3,Web,500.908028,Two-Door Car,Small,A,2
5284,JH58573,California,7927.182997,No,Basic,College,2011-01-11,Employed,M,32555,Rural,Married,68,32.0,72,0.0,2,Personal Auto,Personal L1,Offer3,Call Center,86.912677,Two-Door Car,Medsize,A,1
5285,LO28839,California,4723.449803,No,Basic,Bachelor,2011-02-05,Employed,F,29193,Suburban,Married,61,15.11182,47,0.386309,9,Corporate Auto,Corporate L3,Offer3,Branch,292.8,Four-Door Car,Medsize,A,2
5286,RO85831,Oregon,7531.697272,No,Basic,High School or Below,2011-01-10,Employed,M,82157,Suburban,Single,188,5.0,33,0.0,1,Corporate Auto,Corporate L3,Offer4,Agent,1353.6,Luxury Car,Medsize,A,1
5288,IX46908,California,5477.206072,No,Basic,College,2011-02-28,Medical Leave,F,21289,Suburban,Married,71,15.0,98,0.0,3,Corporate Auto,Corporate L2,Offer2,Branch,340.8,Four-Door Car,Large,A,2
5289,AF37776,California,10419.16743,No,Extended,Bachelor,2011-01-16,Employed,F,80192,Rural,Married,129,8.0,69,0.0,9,Personal Auto,Personal L1,Offer3,Call Center,200.662297,SUV,Large,A,1
5295,ZU25563,California,2659.70565,Yes,Extended,College,2011-02-19,Unemployed,F,0,Suburban,Divorced,87,4.0,4,3.0,1,Personal Auto,Personal L1,Offer2,Agent,420.041981,Four-Door Car,Medsize,A,2
5298,OO79691,Arizona,11828.61437,No,Basic,College,2011-02-27,Unemployed,F,0,Suburban,Single,111,4.0,8,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,1018.808223,SUV,Medsize,A,2
5300,KV57104,Oregon,7713.819259,No,Basic,High School or Below,2011-01-06,Unemployed,F,0,Suburban,Married,68,2.0,33,0.0,2,Personal Auto,Personal L2,Offer2,Agent,326.4,Four-Door Car,Medsize,A,1
5302,CH50339,Arizona,2522.256441,No,Basic,Master,2011-01-08,Unemployed,F,0,Suburban,Married,69,18.0,64,1.0,1,Corporate Auto,Corporate L2,Offer4,Call Center,470.275242,Four-Door Car,Small,A,1
5304,HB21182,Arizona,2417.777032,No,Basic,Master,2011-02-26,Employed,F,20200,Suburban,Single,65,3.0,51,3.0,1,Personal Auto,Personal L3,Offer2,Agent,312.0,Two-Door Car,Medsize,A,2
5307,NP66209,California,14827.91055,No,Basic,College,2011-02-08,Unemployed,F,0,Suburban,Married,68,31.0,69,2.0,2,Personal Auto,Personal L3,Offer2,Call Center,326.4,Two-Door Car,Medsize,A,2
5308,KD21661,California,5179.55248,No,Premium,College,2011-02-05,Unemployed,M,0,Suburban,Single,165,29.0,6,2.0,1,Personal Auto,Personal L2,Offer1,Agent,1188.0,SUV,Large,A,2
5309,QR57598,Oregon,4927.068115,No,Basic,Bachelor,2011-02-17,Unemployed,M,0,Suburban,Single,73,30.0,29,0.0,3,Personal Auto,Personal L1,Offer1,Agent,751.927019,Four-Door Car,Small,A,2
5317,PU88199,Oregon,8819.018934,Yes,Basic,High School or Below,2011-01-10,Employed,M,99845,Suburban,Married,110,23.0,25,1.0,8,Corporate Auto,Corporate L2,Offer2,Branch,528.0,SUV,Medsize,A,1
5318,ZB23962,Oregon,7952.836873,No,Basic,High School or Below,2011-02-05,Unemployed,M,0,Suburban,Single,118,0.0,67,0.0,8,Personal Auto,Personal L3,Offer1,Call Center,849.6,SUV,Medsize,A,2
5319,BK73302,California,3167.888725,No,Extended,Bachelor,2011-02-17,Employed,M,61638,Suburban,Divorced,82,3.0,55,2.0,1,Corporate Auto,Corporate L3,Offer2,Web,544.340079,Four-Door Car,Medsize,A,2
5321,WM14507,Nevada,7671.847478,No,Extended,High School or Below,2011-02-05,Employed,F,62582,Suburban,Married,95,11.0,46,0.0,3,Personal Auto,Personal L3,Offer2,Branch,456.0,Four-Door Car,Small,A,2
5325,UQ63396,California,7869.432384,No,Basic,Bachelor,2011-02-17,Employed,F,40036,Rural,Married,65,2.0,85,0.0,2,Personal Auto,Personal L3,Offer1,Agent,48.828732,Four-Door Car,Medsize,A,2
5326,BN45584,Oregon,4034.926461,No,Basic,College,2011-02-23,Unemployed,F,0,Suburban,Single,112,8.0,28,0.0,1,Special Auto,Special L3,Offer3,Branch,806.4,Sports Car,Medsize,A,2
5327,SI32097,Oregon,6889.6161,No,Extended,Bachelor,2011-02-17,Employed,F,30814,Suburban,Married,87,8.0,96,0.0,3,Personal Auto,Personal L1,Offer2,Branch,417.6,Four-Door Car,Medsize,A,2
5328,KV79964,Arizona,9009.219409,No,Premium,Doctor,2011-02-22,Employed,M,32260,Suburban,Married,113,8.0,99,0.0,4,Personal Auto,Personal L1,Offer1,Branch,601.124657,Four-Door Car,Medsize,A,2
5331,UT48216,Nevada,7840.165778,Yes,Extended,College,2011-01-14,Employed,M,58414,Suburban,Single,210,7.0,24,2.0,1,Personal Auto,Personal L1,Offer2,Agent,1008.0,Luxury SUV,Small,A,1
5336,EW86465,Arizona,4759.624343,No,Basic,High School or Below,2011-02-07,Employed,M,26747,Suburban,Married,61,11.0,44,0.0,3,Corporate Auto,Corporate L2,Offer3,Web,404.074203,Four-Door Car,Medsize,A,2
5337,YT74573,California,13727.79972,Yes,Extended,College,2011-01-08,Unemployed,M,0,Suburban,Single,126,12.0,4,0.0,2,Personal Auto,Personal L1,Offer1,Agent,604.8,SUV,Medsize,A,1
5338,RQ41621,Arizona,2862.729074,No,Basic,Doctor,2011-02-21,Employed,F,64640,Urban,Divorced,73,5.0,94,2.0,1,Personal Auto,Personal L3,Offer3,Agent,327.912134,Four-Door Car,Medsize,A,2
5345,KH34667,Nevada,6832.133872,No,Extended,College,2011-01-18,Employed,M,50472,Urban,Married,87,6.0,67,0.0,3,Corporate Auto,Corporate L3,Offer2,Web,281.163705,Four-Door Car,Medsize,A,1
5346,LH26131,Nevada,3876.772694,No,Premium,High School or Below,2011-02-08,Unemployed,F,0,Suburban,Single,108,2.0,18,0.0,1,Personal Auto,Personal L2,Offer1,Agent,1099.233361,Two-Door Car,Large,A,2
5348,NK53911,California,7345.897176,No,Extended,High School or Below,2011-01-29,Employed,M,79980,Suburban,Married,91,22.0,75,0.0,3,Personal Auto,Personal L3,Offer2,Web,629.82071,Two-Door Car,Medsize,A,1
5349,QP77560,California,5024.029643,No,Basic,High School or Below,2011-01-18,Employed,F,91603,Suburban,Married,64,18.0,37,5.0,8,Personal Auto,Personal L2,Offer2,Web,307.2,Four-Door Car,Large,A,1
5351,FI20423,Arizona,14024.35839,Yes,Premium,High School or Below,2011-02-19,Employed,F,81872,Rural,Married,115,10.0,55,0.0,2,Special Auto,Special L1,Offer2,Web,256.43803,Four-Door Car,Medsize,A,2
5353,PD32854,Arizona,15114.40241,Yes,Basic,High School or Below,2011-01-19,Medical Leave,F,28513,Suburban,Married,100,4.0,22,1.0,2,Personal Auto,Personal L1,Offer2,Call Center,480.0,SUV,Medsize,A,1
5354,XS68865,Oregon,6160.999344,No,Extended,College,2011-01-18,Employed,M,96988,Suburban,Single,77,1.0,60,0.0,3,Personal Auto,Personal L2,Offer1,Agent,369.6,Two-Door Car,Medsize,A,1
5360,AM79057,Oregon,2287.91729,No,Basic,Bachelor,2011-02-18,Employed,F,69024,Urban,Married,61,15.11182,32,0.386309,1,Personal Auto,Personal L2,Offer2,Web,238.530745,Four-Door Car,Medsize,A,2
5363,TQ37204,Oregon,8629.329351,No,Basic,High School or Below,2011-01-09,Employed,F,59107,Urban,Married,107,29.0,57,0.0,7,Personal Auto,Personal L2,Offer2,Branch,480.521227,SUV,Medsize,A,1
5365,JG16015,Washington,5021.150845,No,Extended,College,2011-02-19,Employed,F,61987,Suburban,Married,125,24.0,4,0.0,1,Personal Auto,Personal L3,Offer2,Branch,723.301363,SUV,Medsize,A,2
5366,BZ81849,Arizona,7494.087341,No,Basic,Bachelor,2011-02-06,Unemployed,F,0,Suburban,Married,68,6.0,25,0.0,2,Personal Auto,Personal L3,Offer3,Call Center,326.4,Four-Door Car,Medsize,A,2
5367,MS59254,Washington,11360.46496,No,Premium,High School or Below,2011-01-27,Unemployed,M,0,Suburban,Married,104,29.0,7,0.0,2,Corporate Auto,Corporate L1,Offer2,Branch,773.346065,Two-Door Car,Small,A,1
5370,CO16841,California,3630.269217,No,Basic,Bachelor,2011-02-16,Unemployed,F,0,Suburban,Single,101,34.0,53,0.0,1,Corporate Auto,Corporate L2,Offer2,Web,727.2,SUV,Small,A,2
5379,SG59507,California,2775.671887,No,Basic,College,2011-02-11,Employed,F,38222,Rural,Divorced,71,6.0,8,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,166.78838,Four-Door Car,Medsize,A,2
5381,BX70848,Washington,13727.79972,Yes,Extended,College,2011-01-08,Unemployed,M,0,Suburban,Single,126,15.11182,4,0.386309,2,Personal Auto,Personal L3,Offer1,Agent,604.8,SUV,Medsize,A,1
5382,GZ77449,California,14439.80313,No,Basic,College,2011-01-23,Employed,M,58452,Suburban,Single,186,7.0,13,0.0,5,Corporate Auto,Corporate L3,Offer4,Branch,892.8,Luxury Car,Medsize,A,1
5383,MR84659,Oregon,10208.92761,Yes,Extended,College,2011-02-14,Employed,F,35482,Suburban,Married,129,21.0,59,0.0,3,Personal Auto,Personal L3,Offer1,Branch,619.2,SUV,Medsize,A,2
5388,KW99972,California,10524.71154,No,Extended,High School or Below,2011-01-09,Employed,F,40332,Urban,Married,132,10.0,59,2.0,5,Personal Auto,Personal L3,Offer1,Branch,463.604317,Sports Car,Medsize,A,1
5390,ZX29705,California,7850.590399,No,Basic,College,2011-02-15,Unemployed,F,0,Suburban,Married,69,5.0,78,0.0,2,Corporate Auto,Corporate L3,Offer4,Web,331.2,Four-Door Car,Medsize,A,2
5393,RE42925,Oregon,13107.92594,No,Basic,Bachelor,2011-02-28,Employed,M,49088,Suburban,Divorced,114,17.0,87,1.0,2,Corporate Auto,Corporate L2,Offer3,Branch,547.2,SUV,Small,A,2
5394,OM50417,Arizona,29973.41592,No,Extended,Bachelor,2011-02-16,Employed,F,48471,Rural,Married,83,5.0,20,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,208.904212,Four-Door Car,Medsize,A,2
5397,PT52001,Nevada,2222.865016,No,Basic,College,2011-02-11,Unemployed,F,0,Suburban,Single,62,5.0,54,0.0,1,Corporate Auto,Corporate L2,Offer1,Agent,446.4,Two-Door Car,Medsize,A,2
5399,LV51815,California,2990.330995,No,Basic,High School or Below,2011-02-11,Employed,F,73137,Urban,Married,74,14.0,45,1.0,1,Corporate Auto,Corporate L3,Offer1,Branch,227.797105,Four-Door Car,Medsize,A,2
5402,AI49712,Washington,2593.897887,No,Basic,High School or Below,2011-01-21,Unemployed,F,0,Suburban,Single,72,31.0,99,0.0,1,Personal Auto,Personal L1,Offer3,Call Center,345.6,Four-Door Car,Large,A,1
5404,CU13711,Oregon,10864.27491,No,Basic,Doctor,2011-02-09,Employed,F,95579,Urban,Single,67,19.0,78,0.0,2,Personal Auto,Personal L1,Offer1,Agent,308.631159,Four-Door Car,Medsize,A,2
5410,QN30162,Oregon,11315.20373,Yes,Premium,Bachelor,2011-02-16,Disabled,F,11885,Suburban,Divorced,101,18.0,39,0.0,2,Special Auto,Special L2,Offer1,Agent,484.8,Four-Door Car,Medsize,A,2
5412,SO38188,Oregon,5308.617246,No,Extended,Bachelor,2011-01-24,Employed,M,40178,Suburban,Married,136,7.0,13,0.0,1,Special Auto,Special L2,Offer1,Agent,652.8,SUV,Medsize,A,1
5413,IS53899,Nevada,6992.531494,No,Extended,College,2011-02-22,Employed,F,94652,Suburban,Married,86,18.0,88,0.0,3,Personal Auto,Personal L3,Offer1,Branch,412.8,Four-Door Car,Medsize,A,2
5414,VG83453,California,3557.368368,No,Extended,Doctor,2011-02-21,Disabled,M,17272,Suburban,Married,93,30.0,58,0.0,1,Personal Auto,Personal L2,Offer4,Call Center,446.4,Two-Door Car,Medsize,A,2
5415,DS62172,Oregon,2764.024716,No,Basic,Bachelor,2011-02-11,Employed,F,54183,Suburban,Divorced,70,1.0,91,0.0,1,Personal Auto,Personal L3,Offer1,Web,336.0,Four-Door Car,Large,A,2
5423,PV77228,Arizona,3230.576665,Yes,Extended,College,2011-01-05,Employed,M,62873,Urban,Divorced,81,0.0,41,0.0,1,Corporate Auto,Corporate L1,Offer2,Call Center,207.75186,Four-Door Car,Medsize,A,1
5424,CD88896,Nevada,2514.59196,Yes,Basic,High School or Below,2011-02-14,Employed,F,43860,Rural,Single,65,15.0,58,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,156.124914,Four-Door Car,Medsize,A,2
5430,YU21725,Washington,4903.152748,No,Basic,High School or Below,2011-01-03,Unemployed,F,0,Suburban,Single,66,22.0,1,1.0,3,Corporate Auto,Corporate L3,Offer1,Agent,475.2,Four-Door Car,Medsize,A,1
5432,DP33625,Arizona,8092.87696,Yes,Basic,College,2011-02-05,Employed,M,50825,Urban,Married,102,3.0,46,0.0,3,Personal Auto,Personal L1,Offer1,Agent,369.614729,SUV,Medsize,A,2
5437,JM59803,California,5743.403321,No,Basic,Doctor,2011-01-23,Employed,M,61776,Urban,Divorced,73,9.0,61,3.0,6,Personal Auto,Personal L2,Offer3,Agent,343.278996,Two-Door Car,Medsize,A,1
5439,EB72669,California,4518.024385,No,Extended,Bachelor,2011-01-04,Unemployed,M,0,Suburban,Single,78,7.0,65,3.0,6,Personal Auto,Personal L3,Offer4,Web,374.4,Four-Door Car,Medsize,A,1
5444,ET90029,Arizona,25626.70699,No,Extended,Doctor,2011-02-12,Medical Leave,F,14278,Urban,Married,134,6.0,9,0.0,2,Personal Auto,Personal L2,Offer2,Web,346.319404,Sports Car,Small,A,2
5447,IC43478,California,11264.36334,No,Extended,Bachelor,2011-01-22,Employed,M,34923,Suburban,Single,98,23.0,82,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,639.105556,Two-Door Car,Medsize,A,1
5450,GB45753,California,5439.804227,No,Basic,High School or Below,2011-01-25,Employed,M,61546,Rural,Married,68,4.0,27,0.0,3,Corporate Auto,Corporate L2,Offer4,Call Center,29.209521,Two-Door Car,Large,A,1
5454,DW11738,California,4241.636538,No,Basic,Master,2011-02-13,Medical Leave,M,19834,Suburban,Divorced,64,26.0,8,4.0,8,Personal Auto,Personal L3,Offer1,Agent,460.8,Four-Door Car,Small,A,2
5457,EJ86526,Oregon,5490.775023,No,Basic,Bachelor,2011-01-15,Employed,F,49480,Rural,Married,70,17.0,57,1.0,4,Corporate Auto,Corporate L2,Offer2,Web,72.686545,Four-Door Car,Medsize,A,1
5458,SB64064,Nevada,2396.219292,Yes,Basic,Bachelor,2011-01-10,Unemployed,F,0,Suburban,Married,66,6.0,71,2.0,1,Personal Auto,Personal L3,Offer2,Call Center,433.160284,Four-Door Car,Large,A,1
5462,CS26667,Washington,22332.43946,Yes,Extended,College,2011-01-11,Employed,M,49078,Suburban,Single,97,10.0,3,0.0,2,Special Auto,Special L3,Offer2,Branch,484.013411,Four-Door Car,Medsize,A,1
5463,MK32733,California,9117.441695,No,Extended,Bachelor,2011-01-18,Unemployed,M,0,Urban,Married,126,29.0,61,0.0,3,Corporate Auto,Corporate L3,Offer1,Branch,421.906803,SUV,Medsize,A,1
5465,WX46704,California,16109.75353,No,Basic,High School or Below,2011-02-14,Unemployed,F,0,Suburban,Married,73,12.0,42,0.0,2,Personal Auto,Personal L3,Offer3,Call Center,350.4,Four-Door Car,Small,A,2
5468,FN99437,California,4397.781207,No,Basic,College,2011-02-25,Employed,M,91653,Urban,Divorced,111,10.0,25,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,343.98412,SUV,Medsize,A,2
5469,UI55951,California,5548.031892,Yes,Basic,Bachelor,2011-01-13,Employed,M,67798,Suburban,Divorced,69,1.0,78,0.0,9,Personal Auto,Personal L1,Offer1,Agent,331.2,Four-Door Car,Medsize,A,1
5470,RF73329,California,2674.227315,No,Basic,High School or Below,2011-01-17,Employed,F,33451,Suburban,Married,67,0.0,1,0.0,1,Personal Auto,Personal L2,Offer2,Agent,337.219884,Four-Door Car,Medsize,A,1
5474,WQ75856,Oregon,19643.54421,No,Basic,Bachelor,2011-01-12,Employed,F,84488,Urban,Married,61,33.0,71,0.0,2,Personal Auto,Personal L1,Offer1,Agent,208.885686,Four-Door Car,Medsize,A,1
5475,TI61458,California,27789.69235,Yes,Extended,Bachelor,2011-01-20,Employed,F,33806,Urban,Divorced,89,32.0,59,0.0,2,Personal Auto,Personal L3,Offer2,Web,395.729716,Four-Door Car,Medsize,A,1
5476,VW46878,Oregon,7920.28288,No,Basic,High School or Below,2011-02-08,Employed,F,59648,Suburban,Married,66,20.0,72,0.0,2,Personal Auto,Personal L3,Offer3,Agent,316.8,Four-Door Car,Medsize,A,2
5477,SK55033,California,2469.781334,No,Basic,Bachelor,2011-01-15,Employed,F,92711,Suburban,Single,62,24.0,10,0.0,1,Personal Auto,Personal L2,Offer3,Agent,368.400146,Two-Door Car,Medsize,A,1
5478,YR63096,Nevada,5977.78537,No,Basic,High School or Below,2011-01-14,Employed,F,79140,Suburban,Married,74,9.0,59,0.0,9,Corporate Auto,Corporate L3,Offer1,Agent,487.930161,Four-Door Car,Small,A,1
5479,EW73451,Arizona,2592.437797,Yes,Basic,High School or Below,2011-01-02,Employed,M,72421,Suburban,Married,65,8.0,23,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,312.0,Four-Door Car,Small,A,1
5483,UG38549,California,8852.734284,No,Extended,High School or Below,2011-01-16,Unemployed,F,0,Suburban,Single,83,12.0,97,0.0,2,Personal Auto,Personal L2,Offer3,Agent,597.6,Four-Door Car,Large,A,1
5484,UV48189,California,8476.082867,No,Basic,Bachelor,2011-01-22,Employed,M,28181,Suburban,Married,109,32.0,41,0.0,3,Personal Auto,Personal L2,Offer3,Call Center,523.2,SUV,Medsize,A,1
5489,TQ84956,California,10963.95723,Yes,Premium,High School or Below,2011-02-08,Employed,M,55687,Suburban,Divorced,276,33.0,91,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,1324.8,Luxury SUV,Medsize,A,2
5492,YX51934,California,4898.957331,No,Basic,High School or Below,2011-02-22,Employed,F,55071,Urban,Married,61,10.0,14,0.0,5,Personal Auto,Personal L2,Offer3,Call Center,231.516063,Four-Door Car,Medsize,A,2
5493,HW16019,Oregon,7583.189638,No,Basic,Bachelor,2011-02-08,Disabled,M,24133,Rural,Married,68,20.0,42,0.0,2,Personal Auto,Personal L1,Offer4,Call Center,76.026046,Two-Door Car,Medsize,A,2
5494,BV27017,California,17602.51146,No,Premium,College,2011-02-06,Unemployed,F,0,Suburban,Divorced,161,1.0,68,1.0,2,Corporate Auto,Corporate L1,Offer1,Agent,772.8,SUV,Medsize,A,2
5495,OF46381,California,7659.71722,No,Basic,High School or Below,2011-02-06,Unemployed,M,0,Suburban,Single,73,22.0,93,0.0,2,Personal Auto,Personal L2,Offer1,Agent,525.6,Two-Door Car,Small,A,2
